,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Annual_Rainfall
28159,Potato,Saline,8.0,30.09507303311659,69.90492696688341,13.795639315146598,71.5,55.0,40.5,608.9
28160,Wheat,Clay,6.25,31.30328736030713,68.69671263969286,7.729520842019859,66.0,50.0,36.0,554.5
28161,Corn,Peaty,5.5,32.75892947203859,67.24107052796141,7.130983964745813,66.0,49.50000000000001,35.0,800.5
28162,Rice,Saline,8.0,37.24005337123963,62.75994662876037,9.627460364393675,84.5,66.0,49.50000000000001,1316.1
28163,Barley,Peaty,5.5,39.33832537490889,60.66167462509111,8.37132006677564,55.0,45.0,35.0,552.1
28164,Cotton,Clay,6.25,41.57053349430384,58.42946650569616,10.198316714668056,66.0,55.00000000000001,48.0,1064.6
28165,Sugarcane,Saline,8.0,38.53882717615082,61.46117282384918,9.501178433369518,84.5,66.0,54.0,1097.4
28166,Tomato,Peaty,5.5,34.50018099941528,65.49981900058472,7.267308673360869,55.0,40.5,35.0,1179.1
28167,Potato,Saline,8.0,29.471802557173383,70.52819744282661,10.952925034360558,71.5,55.0,40.5,697.2
28168,Wheat,Saline,8.0,32.05673969799621,67.9432603020038,13.108042289430234,71.5,55.0,40.5,582.3
28169,Corn,Loamy,6.5,38.22432462642677,61.77567537357324,13.426990627334362,84.0,66.0,50.0,1136.1
28170,Rice,Clay,6.25,34.08908019423736,65.91091980576263,11.004334828851505,78.0,60.0,44.0,1337.0
28171,Barley,Sandy,6.75,34.82210633769187,65.17789366230812,16.105232110358145,50.0,40.0,30.0,656.2
28172,Cotton,Saline,8.0,42.77503372044172,57.22496627955828,13.350736529399365,71.5,60.50000000000001,54.0,967.9
28173,Sugarcane,Sandy,6.75,33.23649161233245,66.76350838766754,9.275918368063666,65.0,48.0,36.0,1441.8
28174,Tomato,Peaty,5.5,44.19438437420381,55.80561562579619,5.2669655928511965,55.0,40.5,35.0,658.2
28175,Potato,Peaty,5.5,37.81463745980457,62.18536254019543,7.032846850201217,60.50000000000001,45.0,31.5,550.0
28176,Wheat,Loamy,6.5,37.70755838491512,62.29244161508488,6.613222868228123,77.0,60.0,45.0,587.5
28177,Corn,Peaty,5.5,28.981324288139877,71.01867571186013,7.176824106331532,66.0,49.50000000000001,35.0,844.8
28178,Rice,Peaty,5.5,36.28957481357371,63.71042518642629,13.155009269466902,71.5,54.0,38.5,1217.9
28179,Barley,Clay,6.25,40.031341788545326,59.968658211454674,9.182710865327698,60.0,50.0,40.0,401.2
28180,Cotton,Saline,8.0,35.59241875970723,64.40758124029277,14.219097646159652,71.5,60.50000000000001,54.0,744.3
28181,Sugarcane,Loamy,6.5,32.22778046735311,67.77221953264689,9.051317985187396,91.0,72.0,60.0,1251.4
28182,Tomato,Saline,8.0,36.43418378689236,63.565816213107645,13.29975989372905,65.0,49.5,45.0,1151.3
28183,Potato,Peaty,5.5,41.28888396488244,58.71111603511756,7.023190168114104,60.50000000000001,45.0,31.5,606.1
28184,Wheat,Sandy,6.75,29.261193937869194,70.7388060621308,6.647910952094998,55.00000000000001,40.0,27.0,650.8
28185,Corn,Clay,6.25,36.51745060807928,63.48254939192072,7.945258525004358,72.0,55.00000000000001,40.0,779.3
28186,Rice,Loamy,6.5,26.098993241804465,73.90100675819554,12.946292683007917,91.0,72.0,55.00000000000001,1467.4
28187,Barley,Sandy,6.75,28.60887672763972,71.39112327236029,9.700954898133055,50.0,40.0,30.0,603.9
28188,Cotton,Saline,8.0,38.93941053511938,61.06058946488062,9.243624357908562,71.5,60.50000000000001,54.0,673.6
28189,Sugarcane,Loamy,6.5,35.14966553365132,64.85033446634867,11.860504070230174,91.0,72.0,60.0,1103.7
28190,Tomato,Sandy,6.75,35.83735108786525,64.16264891213476,8.191746612475303,50.0,36.0,30.0,1104.8
28191,Potato,Sandy,6.75,41.01344535769633,58.98655464230367,5.748229523655922,55.00000000000001,40.0,27.0,626.1
28192,Wheat,Peaty,5.5,30.11166489224461,69.88833510775538,11.882973449268803,60.50000000000001,45.0,31.5,508.3
28193,Corn,Clay,6.25,42.41380120772576,57.58619879227424,9.4568113525628,72.0,55.00000000000001,40.0,983.8
28194,Rice,Peaty,5.5,34.039483482968784,65.96051651703121,8.90532789370808,71.5,54.0,38.5,1336.0
28195,Barley,Clay,6.25,36.24847753876963,63.75152246123037,8.800234746420408,60.0,50.0,40.0,548.6
28196,Cotton,Sandy,6.75,28.56451952851289,71.43548047148711,8.21768185753595,55.00000000000001,44.0,36.0,1000.4
28197,Sugarcane,Sandy,6.75,29.559779488389104,70.4402205116109,12.112580018231284,65.0,48.0,36.0,1079.2
28198,Tomato,Clay,6.25,24.167008184824056,75.83299181517594,9.06454808537232,60.0,45.0,40.0,818.3
28199,Potato,Saline,8.0,38.82351012888374,61.17648987111626,6.416881304257571,71.5,55.0,40.5,688.1
28200,Wheat,Clay,6.25,35.1321810090969,64.8678189909031,3.8430547074885792,66.0,50.0,36.0,849.1
28201,Corn,Sandy,6.75,32.745139693232176,67.25486030676782,12.413087115801444,60.0,44.0,30.0,1071.5
28202,Rice,Sandy,6.75,48.35840552920866,51.64159447079134,11.79301721035218,65.0,48.0,33.0,1347.2
28203,Barley,Saline,8.0,27.796508093957957,72.20349190604205,10.092918938881558,65.0,55.0,45.0,542.8
28204,Cotton,Peaty,5.5,40.77510926274178,59.22489073725822,14.229705203396184,60.50000000000001,49.50000000000001,42.0,1115.7
28205,Sugarcane,Sandy,6.75,45.23214976946828,54.76785023053172,6.700629571407784,65.0,48.0,36.0,1102.5
28206,Tomato,Sandy,6.75,30.790472888011475,69.20952711198852,12.935279169115727,50.0,36.0,30.0,1151.2
28207,Potato,Sandy,6.75,36.55525772326105,63.44474227673895,10.342573099249392,55.00000000000001,40.0,27.0,549.9
28208,Wheat,Peaty,5.5,35.95714499006895,64.04285500993106,3.559725785719383,60.50000000000001,45.0,31.5,675.0
28209,Corn,Clay,6.25,38.1340391245206,61.8659608754794,10.36205106542723,72.0,55.00000000000001,40.0,663.8
28210,Rice,Saline,8.0,34.57923477820695,65.42076522179305,6.048354610859602,84.5,66.0,49.50000000000001,1445.0
28211,Barley,Loamy,6.5,39.77338982070766,60.22661017929234,8.268025171945428,70.0,60.0,50.0,476.4
28212,Cotton,Clay,6.25,28.10164285699872,71.89835714300128,9.55485613751944,66.0,55.00000000000001,48.0,933.7
28213,Sugarcane,Loamy,6.5,41.74051691265378,58.25948308734622,8.602279323314956,91.0,72.0,60.0,1397.9
28214,Tomato,Peaty,5.5,42.17188624569687,57.82811375430313,6.766206027165161,55.0,40.5,35.0,959.5
28215,Potato,Loamy,6.5,33.77398005511156,66.22601994488844,13.70708284575614,77.0,60.0,45.0,546.8
28216,Wheat,Clay,6.25,34.58214313228599,65.41785686771401,5.905182230669363,66.0,50.0,36.0,811.1
28217,Corn,Clay,6.25,30.19214895106225,69.80785104893775,7.884748875360531,72.0,55.00000000000001,40.0,862.5
28218,Rice,Peaty,5.5,35.54542813183409,64.45457186816591,8.891919769253878,71.5,54.0,38.5,1487.5
28219,Barley,Peaty,5.5,26.907420676696567,73.09257932330343,8.637295950807633,55.0,45.0,35.0,548.8
28220,Cotton,Peaty,5.5,39.49409503553817,60.50590496446183,14.27965766867035,60.50000000000001,49.50000000000001,42.0,1190.2
28221,Sugarcane,Loamy,6.5,32.883044577845624,67.11695542215438,6.347145399527542,91.0,72.0,60.0,1399.2
28222,Tomato,Saline,8.0,36.78606269656007,63.21393730343993,8.420105634689966,65.0,49.5,45.0,938.4
28223,Potato,Peaty,5.5,37.27108068452626,62.72891931547374,10.832814984701407,60.50000000000001,45.0,31.5,697.9
28224,Wheat,Saline,8.0,39.37022714859548,60.629772851404525,12.332610718938712,71.5,55.0,40.5,751.2
28225,Corn,Peaty,5.5,38.08093132521586,61.91906867478414,11.903266495387022,66.0,49.50000000000001,35.0,1015.4
28226,Rice,Sandy,6.75,37.27614972971716,62.72385027028284,11.394851070581494,65.0,48.0,33.0,1398.4
28227,Barley,Sandy,6.75,38.1862995371888,61.813700462811205,8.078455098239234,50.0,40.0,30.0,578.0
28228,Cotton,Clay,6.25,32.608152734353936,67.39184726564606,9.579235410433604,66.0,55.00000000000001,48.0,658.9
28229,Sugarcane,Sandy,6.75,40.82069832001158,59.17930167998842,10.836673216567211,65.0,48.0,36.0,1155.5
28230,Tomato,Peaty,5.5,39.40135251061259,60.59864748938741,8.914545147387607,55.0,40.5,35.0,1147.2
28231,Potato,Peaty,5.5,32.13528317894922,67.86471682105078,15.508184228093144,60.50000000000001,45.0,31.5,678.7
28232,Wheat,Sandy,6.75,34.86830731269886,65.13169268730114,8.397996244768272,55.00000000000001,40.0,27.0,734.6
28233,Corn,Clay,6.25,35.76610316271118,64.23389683728882,14.632063378430022,72.0,55.00000000000001,40.0,701.6
28234,Rice,Loamy,6.5,42.52251244817738,57.47748755182262,11.8354509744926,91.0,72.0,55.00000000000001,1442.4
28235,Barley,Peaty,5.5,28.94575613387084,71.05424386612916,8.074298085582797,55.0,45.0,35.0,747.9
28236,Cotton,Loamy,6.5,39.27608350441749,60.72391649558251,12.186908559880642,77.0,66.0,60.0,1034.3
28237,Sugarcane,Sandy,6.75,28.71162207417656,71.28837792582344,11.35001942189564,65.0,48.0,36.0,1262.7
28238,Tomato,Clay,6.25,41.57801254692112,58.42198745307888,13.44911432750767,60.0,45.0,40.0,981.5
28239,Potato,Peaty,5.5,35.77228872950795,64.22771127049205,12.213105348327096,60.50000000000001,45.0,31.5,621.7
28240,Wheat,Loamy,6.5,19.247735985674424,80.0,7.26100747038762,77.0,60.0,45.0,514.4
28241,Corn,Sandy,6.75,16.339118818528167,80.0,8.73632203199444,60.0,44.0,30.0,1140.3
28242,Rice,Loamy,6.5,24.006001189049258,75.99399881095074,10.898814232411857,91.0,72.0,55.00000000000001,1445.3
28243,Barley,Saline,8.0,22.528952620208617,77.47104737979139,12.232483140668446,65.0,55.0,45.0,609.6
28244,Cotton,Loamy,6.5,20.565800355505843,79.43419964449416,9.95200157258495,77.0,66.0,60.0,791.8
28245,Sugarcane,Saline,8.0,17.82658478302622,80.0,13.902862010653893,84.5,66.0,54.0,1001.4
28246,Tomato,Sandy,6.75,25.81877941543592,74.18122058456409,1.2930854510723506,50.0,36.0,30.0,1075.6
28247,Potato,Saline,8.0,18.462714974129984,80.0,8.718801451078313,71.5,55.0,40.5,610.5
28248,Wheat,Loamy,6.5,21.68149091257496,78.31850908742504,10.361315583214507,77.0,60.0,45.0,900.1
28249,Corn,Saline,8.0,30.326068334645026,69.67393166535498,8.91158884558189,78.0,60.50000000000001,45.0,954.3
28250,Rice,Clay,6.25,29.956716886066992,70.043283113933,11.062553019331608,78.0,60.0,44.0,1323.4
28251,Barley,Sandy,6.75,21.205410179864344,78.79458982013566,11.61012984284508,50.0,40.0,30.0,414.2
28252,Cotton,Sandy,6.75,20.78273625480185,79.21726374519815,6.191438353114872,55.00000000000001,44.0,36.0,729.3
28253,Sugarcane,Sandy,6.75,18.904877977721032,80.0,5.628227975286953,65.0,48.0,36.0,1081.1
28254,Tomato,Sandy,6.75,11.612902235226834,80.0,10.421518310913958,50.0,36.0,30.0,1126.6
28255,Potato,Loamy,6.5,23.850129640512584,76.14987035948741,17.33320054906379,77.0,60.0,45.0,595.1
28256,Wheat,Clay,6.25,24.109519067146767,75.89048093285324,9.05669823595172,66.0,50.0,36.0,714.5
28257,Corn,Clay,6.25,19.186414615613643,80.0,9.262151517822176,72.0,55.00000000000001,40.0,976.7
28258,Rice,Saline,8.0,11.914342071074904,80.0,10.314004838691302,84.5,66.0,49.50000000000001,1378.5
28259,Barley,Clay,6.25,25.58317299990371,74.41682700009629,8.06083781903585,60.0,50.0,40.0,436.3
28260,Cotton,Sandy,6.75,21.267175916436887,78.73282408356312,7.845071398267379,55.00000000000001,44.0,36.0,641.7
28261,Sugarcane,Saline,8.0,24.382439626619032,75.61756037338097,10.063162464780982,84.5,66.0,54.0,1357.0
28262,Tomato,Saline,8.0,23.97605518485094,76.02394481514906,6.189437402530419,65.0,49.5,45.0,981.8
28263,Potato,Sandy,6.75,23.06096355748236,76.93903644251765,10.689852879688637,55.00000000000001,40.0,27.0,628.6
28264,Wheat,Peaty,5.5,17.316958678057684,80.0,10.9081330704879,60.50000000000001,45.0,31.5,950.8
28265,Corn,Sandy,6.75,18.893431232792526,80.0,5.833207304295264,60.0,44.0,30.0,649.4
28266,Rice,Saline,8.0,31.322545487902143,68.67745451209785,10.284605215092428,84.5,66.0,49.50000000000001,1439.3
28267,Barley,Loamy,6.5,14.33106675479767,80.0,7.464556332342785,70.0,60.0,50.0,659.8
28268,Cotton,Loamy,6.5,20.422477891472887,79.57752210852712,9.8539664067186,77.0,66.0,60.0,1038.9
28269,Sugarcane,Loamy,6.5,22.046424390558613,77.95357560944139,14.585630235107528,91.0,72.0,60.0,1053.9
28270,Tomato,Sandy,6.75,28.652389582332415,71.34761041766758,9.542584199599538,50.0,36.0,30.0,987.8
28271,Potato,Loamy,6.5,21.825717921108065,78.17428207889193,11.876221287123336,77.0,60.0,45.0,567.2
28272,Wheat,Peaty,5.5,17.79187174015198,80.0,8.652400642197815,60.50000000000001,45.0,31.5,639.2
28273,Corn,Saline,8.0,15.768857414490878,80.0,14.787950241213087,78.0,60.50000000000001,45.0,903.7
28274,Rice,Loamy,6.5,21.55144569298312,78.44855430701688,12.043932585263365,91.0,72.0,55.00000000000001,1295.0
28275,Barley,Sandy,6.75,22.78211883009996,77.21788116990004,12.078785733185352,50.0,40.0,30.0,598.5
28276,Cotton,Peaty,5.5,23.44967423964549,76.55032576035451,10.808069975504688,60.50000000000001,49.50000000000001,42.0,711.6
28277,Sugarcane,Sandy,6.75,9.635496708383728,80.0,10.261400017127318,65.0,48.0,36.0,1267.6
28278,Tomato,Peaty,5.5,30.13625500535176,69.86374499464824,7.761533174109291,55.0,40.5,35.0,883.8
28279,Potato,Peaty,5.5,19.90487710341608,80.0,13.572522611257709,60.50000000000001,45.0,31.5,562.3
28280,Wheat,Clay,6.25,6.22561531989394,80.0,12.48693931744879,66.0,50.0,36.0,734.9
28281,Corn,Peaty,5.5,17.03953125008875,80.0,13.500005674800066,66.0,49.50000000000001,35.0,839.8
28282,Rice,Sandy,6.75,24.52960318660337,75.47039681339663,6.255568609930533,65.0,48.0,33.0,1291.6
28283,Barley,Peaty,5.5,14.28725087843631,80.0,10.936082362315627,55.0,45.0,35.0,556.9
28284,Cotton,Sandy,6.75,16.32602902195005,80.0,10.400139426309684,55.00000000000001,44.0,36.0,1188.5
28285,Sugarcane,Saline,8.0,9.658708706942791,80.0,9.027921374586692,84.5,66.0,54.0,1232.2
28286,Tomato,Clay,6.25,16.021815490811022,80.0,4.961363089902198,60.0,45.0,40.0,622.4
28287,Potato,Peaty,5.5,21.137127919864103,78.8628720801359,9.06951676476196,60.50000000000001,45.0,31.5,551.8
28288,Wheat,Peaty,5.5,17.389663330523323,80.0,11.219031249494584,60.50000000000001,45.0,31.5,577.4
28289,Corn,Saline,8.0,23.7677503124958,76.23224968750421,11.51810949457623,78.0,60.50000000000001,45.0,836.5
28290,Rice,Loamy,6.5,18.986313304397736,80.0,12.108417891972888,91.0,72.0,55.00000000000001,1316.5
28291,Barley,Clay,6.25,21.64869459568518,78.35130540431481,12.880030370650768,60.0,50.0,40.0,535.6
28292,Cotton,Sandy,6.75,21.338828155923764,78.66117184407624,9.512820365148396,55.00000000000001,44.0,36.0,943.5
28293,Sugarcane,Clay,6.25,24.565082198825216,75.43491780117478,6.927197103350754,78.0,60.0,48.0,1232.2
28294,Tomato,Sandy,6.75,12.929697697813085,80.0,8.663068447734341,50.0,36.0,30.0,834.4
28295,Potato,Saline,8.0,19.383141424805125,80.0,5.106814186672611,71.5,55.0,40.5,600.7
28296,Wheat,Loamy,6.5,25.917321466070785,74.08267853392921,8.573954629832674,77.0,60.0,45.0,841.8
28297,Corn,Loamy,6.5,20.675160475472733,79.32483952452726,8.560777619872871,84.0,66.0,50.0,722.2
28298,Rice,Clay,6.25,20.60760982690354,79.39239017309646,10.910376763560858,78.0,60.0,44.0,1229.2
28299,Barley,Clay,6.25,19.82764630327846,80.0,8.528032764753416,60.0,50.0,40.0,608.7
28300,Cotton,Peaty,5.5,20.88644151251125,79.11355848748875,7.437987211364411,60.50000000000001,49.50000000000001,42.0,1169.8
28301,Sugarcane,Peaty,5.5,6.115957261880689,80.0,10.222863901761771,71.5,54.0,42.0,1384.7
28302,Tomato,Clay,6.25,19.362340634198688,80.0,9.979273873948047,60.0,45.0,40.0,1094.0
28303,Potato,Clay,6.25,13.550754430796806,80.0,7.353238110692664,66.0,50.0,36.0,673.2
28304,Wheat,Clay,6.25,27.52418704255661,72.4758129574434,10.579522364227472,66.0,50.0,36.0,658.4
28305,Corn,Saline,8.0,18.79523360084645,80.0,6.887841486231302,78.0,60.50000000000001,45.0,1074.0
28306,Rice,Sandy,6.75,17.38047104161423,80.0,11.73890168301012,65.0,48.0,33.0,1258.1
28307,Barley,Saline,8.0,21.770543211150443,78.22945678884956,9.59475158437092,65.0,55.0,45.0,710.8
28308,Cotton,Loamy,6.5,26.477043791910813,73.52295620808918,8.410926289820193,77.0,66.0,60.0,1182.8
28309,Sugarcane,Loamy,6.5,20.883318250710506,79.1166817492895,8.151064147144753,91.0,72.0,60.0,1224.8
28310,Tomato,Sandy,6.75,22.37773934234755,77.62226065765245,10.344160359443109,50.0,36.0,30.0,645.4
28311,Potato,Sandy,6.75,22.414128938698035,77.58587106130196,15.126796471083605,55.00000000000001,40.0,27.0,683.0
28312,Wheat,Clay,6.25,20.407611097340112,79.59238890265989,8.93966717973525,66.0,50.0,36.0,960.8
28313,Corn,Peaty,5.5,20.89308558441492,79.10691441558508,8.404196720480222,66.0,49.50000000000001,35.0,1059.0
28314,Rice,Sandy,6.75,19.649492418625805,80.0,7.428503886302931,65.0,48.0,33.0,1205.8
28315,Barley,Loamy,6.5,19.699638021847917,80.0,7.098786597974339,70.0,60.0,50.0,601.1
28316,Cotton,Sandy,6.75,23.266916955915818,76.73308304408418,4.70793147453046,55.00000000000001,44.0,36.0,716.8
28317,Sugarcane,Sandy,6.75,22.100564349784197,77.8994356502158,9.86998972375937,65.0,48.0,36.0,1173.3
28318,Tomato,Clay,6.25,28.301279730133807,71.69872026986619,10.474888523685046,60.0,45.0,40.0,1157.5
28319,Potato,Peaty,5.5,13.115787536422197,80.0,14.80491006274803,60.50000000000001,45.0,31.5,644.9
28320,Wheat,Saline,8.0,21.70973680434789,78.2902631956521,13.82372802795078,71.5,55.0,40.5,744.7
28321,Corn,Sandy,6.75,11.824220252644698,80.0,13.862575936567922,60.0,44.0,30.0,1012.9
28322,Rice,Loamy,6.5,25.79946166753082,74.20053833246918,9.882662085235545,91.0,72.0,55.00000000000001,1366.0
28323,Barley,Sandy,6.75,16.574298635212187,80.0,11.97180504743742,50.0,40.0,30.0,516.9
28324,Cotton,Loamy,6.5,17.914537309694705,80.0,9.720401197933729,77.0,66.0,60.0,694.1
28325,Sugarcane,Saline,8.0,18.507072366195317,80.0,9.881929197959057,84.5,66.0,54.0,1250.1
28326,Tomato,Loamy,6.5,21.913946995730168,78.08605300426983,5.66744840212716,70.0,54.0,50.0,753.7
28327,Potato,Clay,6.25,22.70560315731944,77.29439684268056,8.647585097609149,66.0,50.0,36.0,543.2
28328,Wheat,Saline,8.0,29.094537674580245,70.90546232541976,14.16986474879278,71.5,55.0,40.5,899.4
28329,Corn,Sandy,6.75,17.9551451048189,80.0,11.309758925971362,60.0,44.0,30.0,1033.4
28330,Rice,Peaty,5.5,25.38095109570065,74.61904890429935,12.672702417545002,71.5,54.0,38.5,1428.0
28331,Barley,Sandy,6.75,18.699742999862156,80.0,13.575787263339055,50.0,40.0,30.0,587.3
28332,Cotton,Peaty,5.5,16.610783792322113,80.0,12.216524698749412,60.50000000000001,49.50000000000001,42.0,656.4
28333,Sugarcane,Peaty,5.5,13.93330478413581,80.0,10.344153960293468,71.5,54.0,42.0,1073.4
28334,Tomato,Saline,8.0,21.833699608373028,78.16630039162698,13.717330493826417,65.0,49.5,45.0,924.0
28335,Potato,Saline,8.0,24.720911855062575,75.27908814493742,7.523894766090814,71.5,55.0,40.5,669.3
28336,Wheat,Loamy,6.5,29.002194823826287,70.99780517617371,11.641846360318173,77.0,60.0,45.0,684.9
28337,Corn,Loamy,6.5,15.904572638059896,80.0,10.980951929179854,84.0,66.0,50.0,1143.5
28338,Rice,Sandy,6.75,25.42214872848351,74.5778512715165,5.751560623486888,65.0,48.0,33.0,1411.4
28339,Barley,Peaty,5.5,29.295515413368005,70.70448458663199,9.92195421467409,55.0,45.0,35.0,673.9
28340,Cotton,Loamy,6.5,30.16902100321489,69.8309789967851,10.820253021884245,77.0,66.0,60.0,942.9
28341,Sugarcane,Peaty,5.5,26.689115939666884,73.31088406033311,12.68798136646382,71.5,54.0,42.0,1265.7
28342,Tomato,Loamy,6.5,20.2184650231449,79.7815349768551,8.496864171299006,70.0,54.0,50.0,724.8
28343,Potato,Clay,6.25,15.932738212232348,80.0,8.813602448284673,66.0,50.0,36.0,550.6
28344,Wheat,Saline,8.0,24.27561784570811,75.72438215429189,9.261440177765882,71.5,55.0,40.5,695.8
28345,Corn,Clay,6.25,18.440281350996436,80.0,9.44148356299132,72.0,55.00000000000001,40.0,1100.6
28346,Rice,Loamy,6.5,19.48429363199244,80.0,3.9231646346267146,91.0,72.0,55.00000000000001,1400.0
28347,Barley,Clay,6.25,21.24521208316509,78.75478791683491,11.71555036289336,60.0,50.0,40.0,542.3
28348,Cotton,Clay,6.25,28.548053494106128,71.45194650589387,12.7082867217317,66.0,55.00000000000001,48.0,1081.8
28349,Sugarcane,Loamy,6.5,15.459509662076224,80.0,12.060797332133752,91.0,72.0,60.0,1031.4
28350,Tomato,Peaty,5.5,13.93457514822068,80.0,15.09676185676419,55.0,40.5,35.0,687.0
28351,Potato,Peaty,5.5,16.663500670433304,80.0,16.860774289541567,60.50000000000001,45.0,31.5,656.0
28352,Wheat,Clay,6.25,16.108592948159565,80.0,6.0824498579391335,66.0,50.0,36.0,860.6
28353,Corn,Saline,8.0,22.373055628407336,77.62694437159266,10.970046338518989,78.0,60.50000000000001,45.0,1102.1
28354,Rice,Loamy,6.5,16.85513647483096,80.0,10.565636936273089,91.0,72.0,55.00000000000001,1312.6
28355,Barley,Saline,8.0,22.25795903806469,77.74204096193532,10.470871448917505,65.0,55.0,45.0,538.0
28356,Cotton,Loamy,6.5,16.55713812205778,80.0,8.95172883371452,77.0,66.0,60.0,1120.0
28357,Sugarcane,Peaty,5.5,17.02104224978399,80.0,6.399382550562615,71.5,54.0,42.0,1466.5
28358,Tomato,Sandy,6.75,26.294381475590576,73.70561852440943,7.846673983584067,50.0,36.0,30.0,870.5
28359,Potato,Peaty,5.5,18.383831462666883,80.0,8.353443041028036,60.50000000000001,45.0,31.5,651.7
28360,Wheat,Saline,8.0,14.699911147482602,80.0,7.026125002818424,71.5,55.0,40.5,732.4
28361,Corn,Peaty,5.5,23.737348495122152,76.26265150487785,12.567262152189366,66.0,49.50000000000001,35.0,778.0
28362,Rice,Sandy,6.75,20.272759336682523,79.72724066331747,12.541550338215036,65.0,48.0,33.0,1376.4
28363,Barley,Clay,6.25,28.62469407141024,71.37530592858977,9.4917860552027,60.0,50.0,40.0,798.0
28364,Cotton,Sandy,6.75,20.70018756712245,79.29981243287756,14.063401963419697,55.00000000000001,44.0,36.0,1139.6
28365,Sugarcane,Clay,6.25,20.235641167377636,79.76435883262236,9.509292960729056,78.0,60.0,48.0,1094.2
28366,Tomato,Peaty,5.5,17.410566659895736,80.0,14.679294086278285,55.0,40.5,35.0,733.5
28367,Potato,Clay,6.25,19.8139347330357,80.0,7.332275796888771,66.0,50.0,36.0,602.6
28368,Wheat,Saline,8.0,27.25686253115164,72.74313746884836,8.616433069526718,71.5,55.0,40.5,701.4
28369,Corn,Clay,6.25,32.43858373244332,67.56141626755668,7.215321445521642,72.0,55.00000000000001,40.0,724.0
28370,Rice,Peaty,5.5,16.82054357862039,80.0,13.887116145794074,71.5,54.0,38.5,1362.9
28371,Barley,Saline,8.0,23.627063508083253,76.37293649191675,12.880125440915268,65.0,55.0,45.0,698.0
28372,Cotton,Loamy,6.5,22.14010231830299,77.859897681697,13.30347527601769,77.0,66.0,60.0,618.0
28373,Sugarcane,Saline,8.0,10.242091809752248,80.0,12.410026708400164,84.5,66.0,54.0,1130.1
28374,Tomato,Clay,6.25,15.919256094109516,80.0,6.101246353269034,60.0,45.0,40.0,1113.1
28375,Potato,Peaty,5.5,23.721756432958983,76.27824356704102,8.032761894924812,60.50000000000001,45.0,31.5,673.8
28376,Wheat,Clay,6.25,22.53491825002201,77.465081749978,6.82652509975931,66.0,50.0,36.0,597.0
28377,Corn,Sandy,6.75,26.8602521892345,73.1397478107655,6.381869073627295,60.0,44.0,30.0,878.6
28378,Rice,Saline,8.0,21.309082910891146,78.69091708910885,8.231854391259057,84.5,66.0,49.50000000000001,1405.4
28379,Barley,Saline,8.0,15.05670910464714,80.0,11.81041506722827,65.0,55.0,45.0,570.8
28380,Cotton,Peaty,5.5,13.794203898621763,80.0,9.32894516703861,60.50000000000001,49.50000000000001,42.0,873.9
28381,Sugarcane,Peaty,5.5,23.148963787065185,76.85103621293482,11.357897449252327,71.5,54.0,42.0,1364.2
28382,Tomato,Clay,6.25,21.66434402074815,78.33565597925185,11.134954914070072,60.0,45.0,40.0,1042.8
28383,Potato,Sandy,6.75,23.930172013181917,76.06982798681808,11.829237342076684,55.00000000000001,40.0,27.0,692.4
28384,Wheat,Clay,6.25,14.244504333959338,80.0,9.28656231267582,66.0,50.0,36.0,912.6
28385,Corn,Loamy,6.5,24.160564347058266,75.83943565294175,14.50438690510577,84.0,66.0,50.0,1183.8
28386,Rice,Saline,8.0,19.027402527002774,80.0,0.87866032837149,84.5,66.0,49.50000000000001,1248.8
28387,Barley,Sandy,6.75,23.491715554149994,76.50828444585001,13.613783662598776,50.0,40.0,30.0,793.9
28388,Cotton,Loamy,6.5,19.173892413643976,80.0,10.264464051578654,77.0,66.0,60.0,1181.3
28389,Sugarcane,Clay,6.25,22.86130398941278,77.13869601058722,10.367534839770055,78.0,60.0,48.0,1241.6
28390,Tomato,Clay,6.25,16.82713750891037,80.0,12.366176846534245,60.0,45.0,40.0,951.2
28391,Potato,Saline,8.0,20.47013806156553,79.52986193843446,10.0094146751687,71.5,55.0,40.5,607.1
28392,Wheat,Loamy,6.5,20.926536255755845,79.07346374424415,2.1558164391623222,77.0,60.0,45.0,653.4
28393,Corn,Clay,6.25,16.012264249828323,80.0,9.184135881291652,72.0,55.00000000000001,40.0,849.9
28394,Rice,Clay,6.25,11.446767526989111,80.0,5.583221625624883,78.0,60.0,44.0,1456.0
28395,Barley,Clay,6.25,18.94482539732237,80.0,9.400876339461089,60.0,50.0,40.0,519.1
28396,Cotton,Loamy,6.5,9.726619775878277,80.0,14.378498565702468,77.0,66.0,60.0,711.4
28397,Sugarcane,Clay,6.25,25.01598189306509,74.98401810693491,10.09884000757943,78.0,60.0,48.0,1088.7
28398,Tomato,Peaty,5.5,22.00168855651652,77.99831144348349,12.082287505025173,55.0,40.5,35.0,1134.2
28399,Potato,Clay,6.25,16.703405968132163,80.0,10.76801501579768,66.0,50.0,36.0,566.5
28400,Wheat,Sandy,6.75,16.07050247011629,80.0,10.086372364070629,55.00000000000001,40.0,27.0,855.5
28401,Corn,Sandy,6.75,23.32538508515868,76.67461491484133,9.592215780767209,60.0,44.0,30.0,1040.6
28402,Rice,Sandy,6.75,14.136207327160564,80.0,11.670052340643506,65.0,48.0,33.0,1233.8
